rank,mpnn_score,tm_score,p65_prob,solubility,usability,pHopt,tm_norm,p65_norm,sol_norm,mpnn_norm,use_norm,composite
164,0.758,0.99011,0.65,0.8688,0.4507,6.641539,0.8847318339100356,0.5933127815982926,0.6021180030257187,0.06521739130434782,0.4161692892023873,0.5621427565582361
156,0.758,0.98531,0.9469,0.8398,0.4053,7.3638086,0.7809256055363325,0.9453402893051932,0.3827534039334341,0.06521739130434782,0.2930005425935973,0.56184984458176
173,0.759,0.97871,0.9327,0.8676,0.3992,6.8571606,0.6381920415224904,0.9285036755987669,0.5930408472012105,0.043478260869565216,0.27645143787303306,0.5582715535319461
168,0.759,0.98571,0.7504,0.8713,0.4228,7.0689597,0.7895761245674735,0.7123547545648566,0.6210287443267773,0.043478260869565216,0.3404774823657081,0.557281830133729
194,0.761,0.98866,0.7379,0.8663,0.4119,6.6495094,0.8533737024221449,0.6975337917951151,0.5832072617246593,0.0,0.3109061313076505,0.5510042455953944
127,0.754,0.98957,0.7222,0.8547,0.3933,6.6514697,0.873053633217992,0.6789186625563197,0.4954614220877459,0.15217391304347827,0.26044492674986425,0.5489781843301285
172,0.759,0.98925,0.5813,0.8736,0.4571,7.0530825,0.8661332179930789,0.5118567702157933,0.6384266263237522,0.043478260869565216,0.433532284319045,0.5437344040952601
167,0.759,0.98613,0.8877,0.8409,0.3968,6.501684,0.7986591695501719,0.8751482096276975,0.3910741301059,0.043478260869565216,0.2699403147042864,0.5436794571517252
166,0.759,0.986,0.5602,0.8886,0.4538,6.91477,0.7958477508650516,0.4868389850604696,0.7518910741301055,0.043478260869565216,0.42457948996201833,0.5412585614321389
162,0.758,0.98235,0.7571,0.8723,0.41,6.8243318,0.716911764705881,0.720298790609438,0.6285930408472009,0.06521739130434782,0.3057514921323927,0.540666579513781
136,0.755,0.98224,0.6964,0.862,0.4643,6.730667,0.7145328719723183,0.6483281953995732,0.550680786686838,0.13043478260869565,0.45306565382528474,0.5383764896454375
179,0.76,0.9935,0.6796,0.8476,0.4195,7.239137,0.9580449826989631,0.6284088214370407,0.4417549167927384,0.021739130434782608,0.3315246880086814,0.5379540071590682
117,0.753,0.98391,0.9248,0.8288,0.3766,7.0776534,0.7506487889273344,0.9191368271282901,0.2995461422087744,0.17391304347826086,0.2151383613673358,0.5357133431825005
195,0.761,0.97879,0.81,0.8716,0.4283,6.8258095,0.6399221453287206,0.7830211050509843,0.623298033282905,0.0,0.3553988062940857,0.5337052401956202
186,0.76,0.98056,0.6746,0.8922,0.4185,6.8912306,0.678200692041522,0.6224804363291438,0.7791225416036308,0.021739130434782608,0.3288117200217036,0.5335774179818655
171,0.759,0.98145,0.5565,0.8854,0.5011,6.5495186,0.697448096885814,0.48245198008062606,0.72768532526475,0.043478260869565216,0.5529028757460661,0.5299692547869047
22,0.738,0.98085,0.3114,0.8978,0.4697,6.5663347,0.6844723183391002,0.19184254209153428,0.8214826021180034,0.5,0.4677156809549647,0.528532587674504
138,0.756,0.97843,0.9521,0.8307,0.4255,6.7727246,0.6321366782006923,0.9515058098174058,0.31391830559757933,0.10869565217391304,0.3478024959305479,0.5271690053397096
188,0.76,0.97977,0.773,0.8685,0.4251,7.2797527,0.6611159169550177,0.7391510552525492,0.5998487140695918,0.021739130434782608,0.3467173087357568,0.525304951741391
86,0.75,0.98961,0.7851,0.8269,0.3587,7.132631,0.873918685121107,0.753497747213659,0.2851739788199694,0.2391304347826087,0.1665762344004341,0.5247449042251419
146,0.757,0.99292,0.6011,0.8484,0.4228,6.665386,0.9455017301038069,0.5353331752430638,0.4478063540090774,0.08695652173913043,0.3404774823657081,0.5238850977542588
199,0.761,0.99254,0.4452,0.8816,0.4468,6.5817933,0.9372837370242211,0.3504861275788475,0.6989409984871411,0.0,0.40558871405317404,0.5225689729561714
113,0.753,0.9869,0.8315,0.8043,0.4198,6.735415,0.815311418685121,0.8085131610149395,0.1142208774583964,0.17391304347826086,0.33233857840477476,0.5047380636991498
17,0.737,0.99061,0.7963,0.7892,0.2973,6.8986073,0.8955449826989618,0.7667773298553475,0.0,0.5217391304347826,0.0,0.4938414477037947
140,0.756,0.97779,0.702,0.8585,0.43,6.633979,0.6182958477508659,0.6549679867204174,0.5242057488653558,0.10869565217391304,0.3600108518719478,0.49346308399777106
30,0.741,0.98454,0.6183,0.8228,0.4033,6.8209414,0.7642733564013834,0.5557268200142281,0.25416036308623274,0.43478260869565216,0.2875746066196418,0.4891856990184435
169,0.759,0.98386,0.362,0.8869,0.4541,6.559177,0.7495674740484419,0.25183779938344797,0.7390317700453859,0.043478260869565216,0.4253933803581117,0.46848841855120127
87,0.75,0.97818,0.3465,0.895,0.4359,6.8361974,0.6267301038062292,0.23345980554896845,0.8003025718608171,0.2391304347826087,0.3760173629951166,0.4673801613776217
170,0.759,0.99115,0.7164,0.8077,0.3587,6.952974,0.907223183391003,0.6720417358311597,0.13993948562783634,0.043478260869565216,0.1665762344004341,0.4543123012216078
161,0.758,0.98164,0.2757,0.8945,0.4695,7.267628,0.7015570934256045,0.14951387242115247,0.7965204236006048,0.06521739130434782,0.467173087357569,0.45193039798109774
184,0.76,0.9871,0.2641,0.881,0.4537,7.0561757,0.8196366782006915,0.13576001897083234,0.6944024205748865,0.021739130434782608,0.4243081931633206,0.4446367569475737
104,0.752,0.98402,0.3778,0.8458,0.4173,6.6361666,0.7530276816608997,0.27057149632440125,0.4281391830559757,0.1956521739130435,0.3255561584373304,0.4197088809600765
183,0.76,0.98646,0.3997,0.8476,0.3976,6.931175,0.8057958477508651,0.2965378230969884,0.4417549167927384,0.021739130434782608,0.27211068909386865,0.4080118739998087
139,0.756,0.9492,0.8584,0.8805,0.3932,6.9279766,0.0,0.8404078728954235,0.6906202723146744,0.10869565217391304,0.2601736299511665,0.4035564150055527
100,0.752,0.99215,0.1496,0.8457,0.4262,6.896762,0.9288494809688578,0.0,0.42738275340393345,0.1956521739130435,0.34970157352143244,0.39949198303817257
112,0.753,0.96963,0.2923,0.8866,0.4022,6.5247917,0.44182525951557033,0.16919611097936924,0.7367624810892591,0.17391304347826086,0.2845903418339663,0.3688833466384208
